reading	kind	characters	surfaces	parts_of_speech	allocations	school_source_count	school_sources	japanese_education_source_count	japanese_education_sources	auto_rule_failures	selected
ゆでん	terminal	3	油田	名	3	2	新阪本,阪本	3	七種対照,工藤,木幡	school-source-count-3	unreviewed
ゆとり	normal	3		名	3	1	阪本	1	玉村	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆどうふ	normal	4	湯豆腐	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆどの	normal	3	湯殿	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆにほーむ	normal	5	uniform	名	3	2	新阪本,阪本	2	工藤,木幡	school-source-count-3	unreviewed
ゆにゅう	normal	4	輸入	名・ス他	2	5	中央,国語研,新阪本,田中,阪本	4	七種対照,国語研,工藤,玉村		auto-selected
ゆねすこ	normal	4	UNESCO	名	2	1	国語研	1	国語研	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆのみ	normal	3	湯飲み・湯×呑み	名	1	3	国語研,新阪本,阪本	2	国語研,玉村		auto-selected
ゆび	normal	2	指	名	1	6	中央,国語研,新阪本,池原,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ゆびおり	normal	4	指折り	名	2	2	田中,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆびきり	normal	4	指切り	名	1	2	新阪本,阪本	2	工藤,木幡	school-source-count-3	unreviewed
ゆびさき	normal	4	指先	名	1	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆびにんぎょう	normal	7	指人形	名	1	2	新阪本,阪本	2	工藤,木幡	school-source-count-3	unreviewed
ゆびぬき	normal	4	指△貫	名	1	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆびわ	normal	3	指輪・指△環	名	1	4	国語研,新阪本,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ゆぶね	normal	3	湯船・湯△槽	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆみ	normal	2	弓	名	1	5	中央,国語研,新阪本,池原,阪本	3	国語研,木幡,玉村		auto-selected
ゆみず	normal	3	湯水	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆみや	normal	3	弓矢	名	1	3	新阪本,池原,阪本	2	工藤,木幡		auto-selected
ゆめ	normal	2	夢	名	1	6	中央,国語研,新阪本,池原,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ゆめうつつ	normal	5	夢△現	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆめごこち	normal	5	夢心地	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆめじ	normal	3	夢路	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆめみ	normal	3	夢見	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆらい	normal	3	由来	名・ス自・副	3	3	児言研,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆり	normal	2	〈百合〉	名	1	3	新阪本,池原,阪本	2	工藤,木幡	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆりかえし	normal	5	揺り返し	名	2	1	新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆりかご	normal	4	揺り×篭	名	2	3	新阪本,田中,阪本	2	工藤,木幡		auto-selected
ゆるがせ	normal	4	×忽せ	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆるし	normal	3	許し	名	1	3	新阪本,池原,阪本	1	木幡	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆれ	normal	2	揺れ	名	1	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆわかし	normal	4	湯沸かし	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆんで	normal	3	弓手・〈左手〉	名	3	1	新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆーすほすてる	normal	7	youth hostel	名	3	1	新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆーたーん	terminal	5	U-turn	名・ス自	3	1	新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆーとぴあ	normal	5	Utopia	名	3	1	新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ゆーもあ	normal	4	humour	名	3	5	中央,児言研,国語研,新阪本,阪本	2	国語研,工藤		auto-selected
よあかし	normal	4	夜明かし	名	1	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
よあけ	normal	3	夜明け	名	1	5	国語研,新阪本,池原,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
よあそび	normal	4	夜遊び	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
よい	normal	2	宵,酔い	名	1,2	2	新阪本,阪本	1	木幡	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
よいのくち	normal	5	宵の口	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
よいまつり	normal	5	宵祭り	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
よいやみ	normal	4	宵×闇	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
よいん	terminal	3	余韻	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
よう	normal	2	幼,曜,様,用,要	名,名・形動	1,2,3	6	中央,国語研,新阪本,池原,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ようい	normal	3	用意	名・ス自他	1	7	中央,児言研,国語研,新阪本,池原,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
よういく	normal	4	養育	名・ス他	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
よういん	terminal	4	要員,要因	名	3	3	児言研,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようえき	normal	4	溶液	名	3	2	新阪本,阪本	1	七種対照	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようか	normal	3	八日,洋貨	名	1,3	3	中央,国語研,阪本	6	七種対照,初級500語,国語研,工藤,木幡,玉村		auto-selected
ようかい	normal	4	溶解	名・ス自他	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようかん	terminal	4	洋館,羊×羹	名	1,2	2	新阪本,阪本	1	木幡	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようが	normal	3	洋画	名	2	3	国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようがい	normal	4	要害	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようがく	normal	4	洋楽	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようがし	normal	4	洋菓子	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようがん	terminal	4	溶岩・×熔岩	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようき	normal	3	容器	名	3	3	国語研,新阪本,阪本	3	七種対照,国語研,玉村		auto-selected
ようきゅう	normal	5	要求	名・ス他	2	6	中央,児言研,国語研,新阪本,田中,阪本	4	七種対照,国語研,工藤,玉村		auto-selected
ようきょく	normal	5	謡曲,陽極	名	3	2	新阪本,阪本	1	七種対照	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようぎ	normal	3	容疑	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようぐ	normal	3	用具	名	2	3	新阪本,田中,阪本	2	七種対照,玉村		auto-selected
ようけい	normal	4	養鶏	名	3	2	新阪本,阪本	1	七種対照	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようけん	terminal	4	用件,要件	名	2,3	5	児言研,国語研,新阪本,田中,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようこう	normal	4	洋行,要綱,要項,陽光	名,名・ス自	2,3	3	児言研,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようこうろ	normal	5	溶鉱炉・×熔鉱炉	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようご	normal	3	擁護,用語,養護	名,名・ス他	3	4	児言研,国語研,新阪本,阪本	3	七種対照,国語研,玉村		auto-selected
ようさい	normal	4	洋裁	名	2	3	国語研,新阪本,阪本	3	七種対照,国語研,玉村		auto-selected
ようさん	terminal	4	養蚕	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようざい	normal	4	用材	名	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようし	normal	3	容姿,洋紙,用紙,要旨,養子	名	2,3	3	国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようしき	normal	4	様式	名	3	3	児言研,新阪本,阪本	1	七種対照	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようしつ	normal	4	洋室	名	2	3	国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようしゅん	terminal	5	陽春	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようしょう	normal	5	幼少,要衝	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようしょく	normal	5	洋食,要職,養殖	名,名・ス他	2,3	3	国語研,新阪本,阪本	2	七種対照,国語研		auto-selected
ようじ	normal	3	×楊枝・×楊子,幼児,幼時,用事	名	1,2,3	6	中央,国語研,新阪本,池原,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ようじゃく	normal	5	幼弱	名・形動	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようじょう	normal	5	洋上,養生	名,名・ス自	2	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようじん	terminal	4	用心・要心,要人	名,名・ス自	1,3	6	中央,児言研,国語研,新阪本,池原,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ようす	normal	3	様子・容子	名	1	6	中央,国語研,新阪本,池原,田中,阪本	5	七種対照,国語研,工藤,木幡,玉村		auto-selected
ようすい	normal	4	用水	名	1	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようせい	normal	4	要請,陽性,養成	名,名・ス他	2,3	4	児言研,国語研,新阪本,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようせき	normal	4	容積	名	2	3	中央,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようせつ	normal	4	溶接・×熔接	名・ス他	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようそ	normal	3	要素	名	3	4	児言研,国語研,新阪本,阪本	3	七種対照,国語研,玉村		auto-selected
ようそう	normal	4	様相,洋装	名,名・ス自	2,3	3	児言研,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようたし	normal	4	用足し・用△達	名	1	2	新阪本,阪本	1	七種対照	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようだい	normal	4	容体・容態	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようだん	terminal	4	用談,要談	名・ス自	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようち	normal	3	夜討ち,幼稚,用地	名	2,3	4	児言研,国語研,新阪本,阪本	3	七種対照,国語研,玉村		auto-selected
ようちえん	terminal	5	幼稚園	名	1	3	国語研,新阪本,阪本	6	七種対照,初級500語,国語研,工藤,木幡,玉村		auto-selected
ようちゅう	normal	5	幼虫	名	2	2	新阪本,阪本	1	木幡	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようてん	terminal	4	要点	名	2	6	中央,児言研,国語研,新阪本,田中,阪本	3	七種対照,国語研,玉村		auto-selected
ようでんき	normal	5	陽電気	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようと	normal	3	用途	名	2	3	国語研,新阪本,阪本	3	七種対照,国語研,玉村		auto-selected
ようにん	terminal	4	容認	名・ス他	3	3	児言研,新阪本,阪本	0		japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようねん	terminal	4	幼年	名	1	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようはい	normal	4	×遥拝	名・ス他	3	1	新阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようはつ	normal	4	洋髪	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようひん	terminal	4	洋品,用品	名	2	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようび	normal	3	曜日	名	1	5	中央,国語研,新阪本,池原,阪本	1	国語研	japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようふ	normal	3	養父	名	3	1	阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようふう	normal	4	洋風	名	2	2	国語研,阪本	1	国語研	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようふく	normal	4	洋服	名	1	6	中央,国語研,新阪本,池原,田中,阪本	6	七種対照,初級500語,国語研,工藤,木幡,玉村		auto-selected
ようふぼ	normal	4	養父母	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
ようぶん	terminal	4	養分	名	2	3	中央,新阪本,阪本	2	七種対照,玉村		auto-selected
ようべん	terminal	4	用便	名	3	2	新阪本,阪本	0		school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2	unreviewed
