reading	kind	characters	auto_rule_failures
でんわごっこ	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
でんわちょう	normal	6	school-source-count-3
でんわぼっくす	normal	7	school-source-count-3
でーた	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
でーと	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とあみ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
といあわせ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
といき	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
といし	normal	3	school-source-count-3
といた	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
といや	normal	3	school-source-count-3
といれ	normal	3	school-source-count-3
といれっと	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうあ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とういす	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうえい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうおんせん	terminal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうか	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうかい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうかいどう	normal	6	japanese-education-source-count-3-for-2-characters-otherwise-2
とうかく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうかつ	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
とうかん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうがい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうがらし	normal	5	school-source-count-3
とうきび	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうきゅう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうきょく	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうぎ	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
とうぎゅう	normal	5	school-source-count-3
とうぐう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうけつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうけん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうげ	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
とうげん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうこう	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
とうこうせん	terminal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうこん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうごう	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
とうごく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうさま	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうさん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうざ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうざい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうざん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうしつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうしゃばん	terminal	6	japanese-education-source-count-3-for-2-characters-otherwise-2
とうしゅう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうしゅく	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうしょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうしん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうしんだい	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうじき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうじつ	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
とうすい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうせき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうそう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうそつ	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
とうぞく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうた	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうたつ	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
とうだん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうち	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
とうちょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうちょく	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうてつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうてん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうでん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうど	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうどり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうなす	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうなん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうにゅう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうにょうびょう	normal	8	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうにん	terminal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
とうねん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうは	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうはつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうばつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうひ	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
とうひん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうびょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうふや	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうぶ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうぶん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうへき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうへん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうへんぼく	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうべん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうほう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうほん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうほんせいそう	normal	8	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうぼう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうみょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうみん	terminal	4	school-source-count-3
とうめん	terminal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
とうやく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうゆ	normal	3	school-source-count-3
とうようかんじ	normal	7	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうらい	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
とうりゅうもん	terminal	7	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうるい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうれい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とうろう	normal	4	school-source-count-3
とうわく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とおあさ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とおう	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とおえん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とおし	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とおせんぼ	normal	5	school-source-count-3
とおで	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とおのり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とおぼえ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とおまき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とおまわし	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とおめがね	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とおりあめ	normal	5	school-source-count-3
とおりいっぺん	terminal	7	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とおりがけ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とおりすがり	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とおりそうば	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とおりぬけ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とおりみち	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とか	normal	2	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とかげ	normal	3	school-source-count-3
とが	normal	2	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とがき	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とがめ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とがり	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
ときょうそう	normal	6	school-source-count-3
ときわぎ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とぎたて	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とぎれ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくがく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくぎ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくさく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくさん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくし	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくしか	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくしつ	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
とくしゅう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくしん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくせい	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
とくせつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくせん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくそく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくだね	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくてん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくでん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくのう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくは	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくはい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくばい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくひつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくひょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくほう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくほん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくぼう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくめい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくやく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくよう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくり	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とくれい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とぐち	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とぐろ	normal	3	school-source-count-3
とけいや	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とけつ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とげぬき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とこう	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とこしえ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とこなつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
ところがき	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
ところてん	terminal	5	school-source-count-3
とさか	normal	3	school-source-count-3
としうえ	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
としかさ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
としがい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
としこし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
としご	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
としごと	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
としごろ	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
としした	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
としつき	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
としどし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
としのいち	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
としょく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
としん	terminal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とじいと	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とじこめ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とじめ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とじょう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とす	normal	2	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とぜつ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とそ	normal	2	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とっか	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とっかひん	terminal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とっかん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とっき	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とっくり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とっけん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とっこう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とっこうやく	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とっさ	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
とっしゅつ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とっしん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とったん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とっつき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とって	normal	3	school-source-count-3
とってい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とっておき	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とっぱ	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
とっぱつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とっぱん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とっぴ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とっぷ	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
とっぷう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とつげき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とつにゅう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とつれんず	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とてい	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
ととう	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とどこおり	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とどめ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とどろき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とない	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
となりあわせ	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
となりむら	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
との	normal	2	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とばっちり	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とばり	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
とび	normal	2	japanese-education-source-count-3-for-2-characters-otherwise-2
とびいし	normal	4	school-source-count-3
とびいり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とびおり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とびきり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とびぐち	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とびこみ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とびしょく	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とびのり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とびひ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とぶくろ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とべい	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とほ	normal	2	japanese-education-source-count-3-for-2-characters-otherwise-2
とほう	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
とぼけ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とまどい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とまり	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とまりがけ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とみ	normal	2	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とむらい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とめ	normal	2	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とめおき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とめばり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
ともえ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
ともぐい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
ともしび	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
ともだおれ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
ともづな	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とや	normal	2	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とらい	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とらこーま	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とらねこ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とらのこ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とらのまき	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とらぶる	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とらほーむ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とらわれ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とらんす	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とらんぺっと	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりあい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりあげ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりあわせ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりい	normal	3	school-source-count-3
とりいれ	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
とりうちぼう	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりうちぼうし	normal	7	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりえ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりお	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりおさえ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりかえ	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
とりかえし	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりかえっこ	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりかかり	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりかたづけ	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりきめ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりくみ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりけし	normal	4	school-source-count-3
とりこ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりこしぐろう	normal	7	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりこみ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりこわし	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりさげ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりざた	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりしらべ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりたて	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりちがえ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりっく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりつぎ	normal	4	school-source-count-3
とりつけ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりで	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりとめ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりなし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりのこし	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりはからい	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりはこび	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりはずし	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりはだ	normal	4	school-source-count-3
とりはらい	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりまき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりまとめ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりめ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりもち	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりもの	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりょう	normal	4	school-source-count-3
とりよせ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とりわけ	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
とるこ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とれーにんぐ	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とろ	normal	2	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とろう	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とろっこ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とろろ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とわ	normal	2	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とんかつ	normal	4	school-source-count-3
とんざ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とんじゃく	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とんち	normal	3	school-source-count-3
とんちゃく	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とんちんかん	terminal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とんび	normal	3	school-source-count-3
とんぷく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とんぼがえり	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とんま	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とーすと	normal	4	school-source-count-3
とーたる	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
とーなめんと	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
