reading	kind	characters	auto_rule_failures
まつび	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まつむし	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
まつやに	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まつやま	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まつりごと	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まつりゅう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まつろ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まとい	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まとまり	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
まとも	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
まどあかり	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まどい	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まどかけ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まどがらす	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まどぎわ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まどり	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まどろす	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まどろみ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まどんな	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まなこ	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
まなざし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まなじり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まなつ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まなでし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まなび	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まなびや	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まにあ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まにあい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まにあわせ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まにんげん	terminal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まぬけ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まねき	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まねきん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まねごと	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まのあたり	normal	5	japanese-education-source-count-3-for-2-characters-otherwise-2
まのび	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まひ	normal	2	japanese-education-source-count-3-for-2-characters-otherwise-2
まひる	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まびき	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まふゆ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まぶし	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まほうつかい	normal	6	school-source-count-3
まほうびん	terminal	5	school-source-count-3
まぼろし	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
ままこ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
ままはは	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まみず	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まむかい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まむし	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まめかす	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まめたん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まめつ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まめつぶ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まめでっぽう	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まめまき	normal	4	school-source-count-3
まもの	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
まもり	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まもりふだ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まやく	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まゆげ	normal	3	school-source-count-3
まゆずみ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まゆつばもの	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まよい	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まよいご	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まよけ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まよなか	normal	4	school-source-count-3
まよねーず	normal	5	school-source-count-3
まらそん	terminal	4	school-source-count-3
まらりあ	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
まりおねっと	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まりつき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まりなげ	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
まりも	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まりょく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まるき	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まるきばし	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まるきぶね	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まるだし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まるつぶれ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まるのみ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まるはだか	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まるまげ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まるみ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まるみえ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まるもうけ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まるやき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まるやけ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まわし	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まわしもの	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まわた	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まわりあわせ	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まわりどうろう	normal	7	school-source-count-3
まんえつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんかい	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
まんかん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんがいち	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんがん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんき	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんきつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんさい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんさく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんざ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんざい	normal	4	school-source-count-3
まんざん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんしゅう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんしょん	terminal	5	school-source-count-3
まんしん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんじゅしゃげ	normal	7	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんじょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんじょういっち	normal	8	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんせい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんだん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんちょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんどりん	terminal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんびき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんびょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんぷく	normal	4	school-source-count-3
まんほーる	normal	5	school-source-count-3
まんぽ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんま	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんまく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんまる	normal	4	school-source-count-3
まんめん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんゆう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんりき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんりょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まんるい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まーけっと	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まーじゃん	terminal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
まーち	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みあい	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
みあやまり	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みあわせ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みいら	normal	3	school-source-count-3
みいり	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みうごき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みうち	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みえ	normal	2	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みえがくれ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みおさめ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みおとし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みおとり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みおぼえ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みかい	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
みかいけつ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みかいち	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みかえし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みかえり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みかく	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みかど	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
みかんせい	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みがき	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みがきこ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みがって	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みがまえ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みがら	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みがわり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みきき	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みきり	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みきりひん	terminal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みきわめ	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
みぎきき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みぎひだり	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みぎり	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みぎわ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みけ	normal	2	japanese-education-source-count-3-for-2-characters-otherwise-2
みけつ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みけん	terminal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みこ	normal	2	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みこし	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みこと	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みことのり	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みこん	terminal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
みごしらえ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みごろ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みごろし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みさ	normal	2	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みさいる	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みさお	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みさかい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みささぎ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みしり	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みじたく	normal	4	school-source-count-3
みじゅく	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
みじん	terminal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みす	normal	2	japanese-education-source-count-3-for-2-characters-otherwise-2
みすい	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みすきゃすと	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みすじゃっじ	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みすてーく	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みすぷりんと	normal	6	japanese-education-source-count-3-for-2-characters-otherwise-2
みずあそび	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずあび	normal	4	school-source-count-3
みずあめ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずいらず	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずいれ	normal	4	school-source-count-3
みずいろ	normal	4	school-source-count-3
みずおけ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずおち	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずおと	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずかき	normal	4	school-source-count-3
みずかけろん	terminal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずかさ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずがし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずがめ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずぎ	normal	3	school-source-count-3
みずぎわ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずくき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずくさ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずくみ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずぐすり	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずぐるま	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずけ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずけむり	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずさきあんない	normal	8	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずさし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずしごと	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずしらず	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずすまし	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずぜめ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずた	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずたま	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずとり	normal	4	school-source-count-3
みずのみ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずばな	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずひき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずびたし	normal	5	school-source-count-3
みずぶくれ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずぶろ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずまき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずまくら	normal	5	school-source-count-3
みずむし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みずや	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みせいねん	terminal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みせかけ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みせがまえ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みせさき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みせしめ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みせす	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みせばん	terminal	4	school-source-count-3
みせびらき	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みせもの	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みせや	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みぜに	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みぜん	terminal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
みそか	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みそこない	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みそさざい	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みそしる	normal	4	school-source-count-3
みそすり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みそづけ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みぞおち	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みたて	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みだし	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
みだしなみ	normal	5	school-source-count-3
みだれ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みちあんない	normal	6	school-source-count-3
みちがい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みちくさ	normal	4	school-source-count-3
みちしお	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みちしるべ	normal	5	school-source-count-3
みちじゅん	terminal	5	school-source-count-3
みちすう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みちすじ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みちづれ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みちのく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みちのり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みちばた	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
みちひ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みちひき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みちびき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みちぶしん	terminal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みっこう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みっこく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みっし	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みっしゅう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みっせい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みっせつ	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
みっちゃく	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みっと	normal	3	school-source-count-3
みっぷう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みっぺい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みつ	normal	2	japanese-education-source-count-3-for-2-characters-otherwise-2
みつうん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みつぎ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みつぞう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みつだん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みつど	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みつばい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みつまめ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みつもり	normal	4	school-source-count-3
みつやく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みつゆ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みつゆしゅつ	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みつゆにゅう	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みつりん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みづくろい	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みてい	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
みとおし	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
みとく	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みとめ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みとめいん	terminal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みとり	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みとりず	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みどく	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みどころ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みどりいろ	normal	5	school-source-count-3
みなおし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みなかみ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みなげ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みなごろし	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みなさま	normal	4	school-source-count-3
みなさん	terminal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
みなしご	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みなみかぜ	normal	5	school-source-count-3
みなもと	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みならい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みの	normal	2	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みのう	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みのうえ	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
みのがし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みのたけ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みのほど	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みのまわり	normal	5	school-source-count-3
みのむし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みのり	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
みはからい	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みはじめ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みはらい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みばえ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みぶるい	normal	4	school-source-count-3
みぶんか	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みぼうじん	terminal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みまちがい	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みまね	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みまわり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みまん	terminal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
みみあか	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みみうち	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みみかき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みみかざり	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
