reading	kind	head	tail	characters
かいぐん	terminal	か	ん	4
かいさん	terminal	か	ん	4
かいすうけん	terminal	か	ん	6
かいぜん	terminal	か	ん	4
かいだん	terminal	か	ん	4
かいてん	terminal	か	ん	4
かけざん	terminal	か	ん	4
かげん	terminal	か	ん	3
かざん	terminal	か	ん	3
かだん	terminal	か	ん	3
かばん	terminal	か	ん	3
かびん	terminal	か	ん	3
かん	terminal	か	ん	2
かんしん	terminal	か	ん	4
かんじん	terminal	か	ん	4
かんぜん	terminal	か	ん	4
かんたん	terminal	か	ん	4
かんばん	terminal	か	ん	4
かんれん	terminal	か	ん	4
かーてん	terminal	か	ん	4
がいじん	terminal	が	ん	4
がくねん	terminal	が	ん	4
がくもん	terminal	が	ん	4
がそりん	terminal	が	ん	4
がまん	terminal	が	ん	3
きおん	terminal	き	ん	3
きかん	terminal	き	ん	3
きけん	terminal	き	ん	3
きげん	terminal	き	ん	3
きせん	terminal	き	ん	3
きねん	terminal	き	ん	3
きぶん	terminal	き	ん	3
きほん	terminal	き	ん	3
きゃっかん	terminal	き	ん	5
きょねん	terminal	き	ん	4
きりん	terminal	き	ん	3
きん	terminal	き	ん	2
きんえん	terminal	き	ん	4
きんがん	terminal	き	ん	4
きんべん	terminal	き	ん	4
ぎいん	terminal	ぎ	ん	3
ぎもん	terminal	ぎ	ん	3
ぎん	terminal	ぎ	ん	2
くうかん	terminal	く	ん	4
くしん	terminal	く	ん	3
くれよん	terminal	く	ん	4
くんれん	terminal	く	ん	4
ぐん	terminal	ぐ	ん	2
けいかん	terminal	け	ん	4
けいけん	terminal	け	ん	4
けいさん	terminal	け	ん	4
けっかん	terminal	け	ん	4
けっこん	terminal	け	ん	4
けっさん	terminal	け	ん	4
けっしん	terminal	け	ん	4
けってん	terminal	け	ん	4
けつろん	terminal	け	ん	4
けん	terminal	け	ん	2
けんそん	terminal	け	ん	4
げじゅん	terminal	げ	ん	4
げんいん	terminal	げ	ん	4
げんかん	terminal	げ	ん	4
げんきん	terminal	げ	ん	4
こういん	terminal	こ	ん	4
こうえん	terminal	こ	ん	4
こうかん	terminal	こ	ん	4
こうげん	terminal	こ	ん	4
こうさん	terminal	こ	ん	4
こうざん	terminal	こ	ん	4
こうしん	terminal	こ	ん	4
こうばん	terminal	こ	ん	4
こうふん	terminal	こ	ん	4
こうむいん	terminal	こ	ん	5
こくばん	terminal	こ	ん	4
こくみん	terminal	こ	ん	4
こじん	terminal	こ	ん	3
こてん	terminal	こ	ん	3
こんなん	terminal	こ	ん	4
こんばん	terminal	こ	ん	4
こんぽん	terminal	こ	ん	4
こんらん	terminal	こ	ん	4
ごぜん	terminal	ご	ん	3
ごはん	terminal	ご	ん	3
ごめん	terminal	ご	ん	3
ごらん	terminal	ご	ん	3
さいきん	terminal	さ	ん	4
さいばん	terminal	さ	ん	4
さいれん	terminal	さ	ん	4
さいん	terminal	さ	ん	3
さくねん	terminal	さ	ん	4
さくばん	terminal	さ	ん	4
さくひん	terminal	さ	ん	4
さくぶん	terminal	さ	ん	4
さらいねん	terminal	さ	ん	5
さん	terminal	さ	ん	2
ざいさん	terminal	ざ	ん	4
ざつだん	terminal	ざ	ん	4
ざぶとん	terminal	ざ	ん	4
ざんねん	terminal	ざ	ん	4
しいん	terminal	し	ん	3
しきん	terminal	し	ん	3
しけん	terminal	し	ん	3
しげん	terminal	し	ん	3
しぜん	terminal	し	ん	3
しそん	terminal	し	ん	3
しつもん	terminal	し	ん	4
しほん	terminal	し	ん	3
しみん	terminal	し	ん	3
しゃいん	terminal	し	ん	4
しゃしん	terminal	し	ん	4
しゃめん	terminal	し	ん	4
しゅうかん	terminal	し	ん	5
しゅうだん	terminal	し	ん	5
しゅうてん	terminal	し	ん	5
しゅかん	terminal	し	ん	4
しゅじん	terminal	し	ん	4
しゅだん	terminal	し	ん	4
しゅっぱん	terminal	し	ん	5
しゅんかん	terminal	し	ん	5
しょうがくきん	terminal	し	ん	7
しょうてん	terminal	し	ん	5
しょうにん	terminal	し	ん	5
しょうねん	terminal	し	ん	5
しょうひん	terminal	し	ん	5
しょうめん	terminal	し	ん	5
しょくいん	terminal	し	ん	5
しょぶん	terminal	し	ん	4
しん	terminal	し	ん	2
しんけん	terminal	し	ん	4
しんせん	terminal	し	ん	4
しんぜん	terminal	し	ん	4
しんだん	terminal	し	ん	4
しんねん	terminal	し	ん	4
しんぶん	terminal	し	ん	4
しんりん	terminal	し	ん	4
じかん	terminal	じ	ん	3
じけん	terminal	じ	ん	3
じしん	terminal	じ	ん	3
じっけん	terminal	じ	ん	4
じっせん	terminal	じ	ん	4
じつげん	terminal	じ	ん	4
じてん	terminal	じ	ん	3
じなん	terminal	じ	ん	3
じぶん	terminal	じ	ん	3
じまん	terminal	じ	ん	3
じめん	terminal	じ	ん	3
じゃんけん	terminal	じ	ん	5
じゅうてん	terminal	じ	ん	5
じゅうみん	terminal	じ	ん	5
じゅけん	terminal	じ	ん	4
じゅん	terminal	じ	ん	3
じゅんかん	terminal	じ	ん	5
じゅんじゅん	terminal	じ	ん	6
じゅんばん	terminal	じ	ん	5
じょうけん	terminal	じ	ん	5
じょうじゅん	terminal	じ	ん	6
じょうだん	terminal	じ	ん	5
じん	terminal	じ	ん	2
すいじゅん	terminal	す	ん	5
すいせん	terminal	す	ん	4
すいぶん	terminal	す	ん	4
すいみん	terminal	す	ん	4
すいめん	terminal	す	ん	4
すくりーん	terminal	す	ん	5
すぷーん	terminal	す	ん	4
ずぼん	terminal	ず	ん	3
せいげん	terminal	せ	ん	4
せいさん	terminal	せ	ん	4
せいしゅん	terminal	せ	ん	5
せいしん	terminal	せ	ん	4
せいぞん	terminal	せ	ん	4
せいとん	terminal	せ	ん	4
せいねん	terminal	せ	ん	4
せいひん	terminal	せ	ん	4
せいぶん	terminal	せ	ん	4
せきたん	terminal	せ	ん	4
せきにん	terminal	せ	ん	4
せけん	terminal	せ	ん	3
せっきん	terminal	せ	ん	4
せっけん	terminal	せ	ん	4
せん	terminal	せ	ん	2
せんでん	terminal	せ	ん	4
せんもん	terminal	せ	ん	4
ぜいかん	terminal	ぜ	ん	4
ぜいきん	terminal	ぜ	ん	4
ぜん	terminal	ぜ	ん	2
ぜんいん	terminal	ぜ	ん	4
ぜんしん	terminal	ぜ	ん	4
そうおん	terminal	そ	ん	4
そうだん	terminal	そ	ん	4
そうなん	terminal	そ	ん	4
そせん	terminal	そ	ん	3
それん	terminal	そ	ん	3
そろばん	terminal	そ	ん	4
そん	terminal	そ	ん	2
ぞうきん	terminal	ぞ	ん	4
ぞうげん	terminal	ぞ	ん	4
ぞうせん	terminal	ぞ	ん	4
たいいん	terminal	た	ん	4
たいおん	terminal	た	ん	4
たいけん	terminal	た	ん	4
たにん	terminal	た	ん	3
たぶん	terminal	た	ん	3
たんじゅん	terminal	た	ん	5
たんにん	terminal	た	ん	4
だいきん	terminal	だ	ん	4
だいこん	terminal	だ	ん	4
だいじん	terminal	だ	ん	4
だいぶぶん	terminal	だ	ん	5
だん	terminal	だ	ん	2
だんだん	terminal	だ	ん	4
ちゃわん	terminal	ち	ん	4
ちゅうしん	terminal	ち	ん	5
ちゅうじゅん	terminal	ち	ん	6
ちゅうねん	terminal	ち	ん	5
ちゅうもん	terminal	ち	ん	5
ちょうせん	terminal	ち	ん	5
ちょうちん	terminal	ち	ん	5
ちょうめん	terminal	ち	ん	5
ちょきん	terminal	ち	ん	4
ちょくせん	terminal	ち	ん	5
ちんぎん	terminal	ち	ん	4
つうきん	terminal	つ	ん	4
つうしん	terminal	つ	ん	4
ていでん	terminal	て	ん	4
てじゅん	terminal	て	ん	4
てっぺん	terminal	て	ん	4
てほん	terminal	て	ん	3
てん	terminal	て	ん	2
てんねん	terminal	て	ん	4
でざいん	terminal	で	ん	4
でんせん	terminal	で	ん	4
とうあん	terminal	と	ん	4
とうせん	terminal	と	ん	4
とうばん	terminal	と	ん	4
とうろん	terminal	と	ん	4
とざん	terminal	と	ん	3
としょかん	terminal	と	ん	5
とたん	terminal	と	ん	3
とん	terminal	と	ん	2
とんとん	terminal	と	ん	4
どうぶつえん	terminal	ど	ん	6
どくしん	terminal	ど	ん	4
ないろん	terminal	な	ん	4
にいさん	terminal	に	ん	4
にちようひん	terminal	に	ん	6
にっぽん	terminal	に	ん	4
にゅういん	terminal	に	ん	5
にん	terminal	に	ん	2
にんげん	terminal	に	ん	4
にんじん	terminal	に	ん	4
ねえさん	terminal	ね	ん	4
ねだん	terminal	ね	ん	3
ねっしん	terminal	ね	ん	4
ねん	terminal	ね	ん	2
のうそん	terminal	の	ん	4
のうみん	terminal	の	ん	4
はくぶつかん	terminal	は	ん	6
はっけん	terminal	は	ん	4
はってん	terminal	は	ん	4
はつおん	terminal	は	ん	4
はつでん	terminal	は	ん	4
はもん	terminal	は	ん	3
はん	terminal	は	ん	2
はんだん	terminal	は	ん	4
はんにん	terminal	は	ん	4
はんぶん	terminal	は	ん	4
ばいおりん	terminal	ば	ん	5
ばいきん	terminal	ば	ん	4
ばいてん	terminal	ば	ん	4
ばくだん	terminal	ば	ん	4
ばめん	terminal	ば	ん	3
ばん	terminal	ば	ん	2
ぱん	terminal	ぱ	ん	2
ひきざん	terminal	ひ	ん	4
ひはん	terminal	ひ	ん	3
ひゃっかじてん	terminal	ひ	ん	7
ひょうげん	terminal	ひ	ん	5
ひょうじゅん	terminal	ひ	ん	6
ひょうばん	terminal	ひ	ん	5
ひょうほん	terminal	ひ	ん	5
ひょうめん	terminal	ひ	ん	5
ひん	terminal	ひ	ん	2
びじゅつかん	terminal	び	ん	6
びょういん	terminal	び	ん	5
びょうにん	terminal	び	ん	5
びん	terminal	び	ん	2
びんかん	terminal	び	ん	4
びんせん	terminal	び	ん	4
ぴん	terminal	ぴ	ん	2
ふあん	terminal	ふ	ん	3
ふうせん	terminal	ふ	ん	4
ふうりん	terminal	ふ	ん	4
ふきん	terminal	ふ	ん	3
ふじん	terminal	ふ	ん	3
ふだん	terminal	ふ	ん	3
ふとん	terminal	ふ	ん	3
ふべん	terminal	ふ	ん	3
ふまん	terminal	ふ	ん	3
ふん	terminal	ふ	ん	2
ぶひん	terminal	ぶ	ん	3
ぶぶん	terminal	ぶ	ん	3
ぶん	terminal	ぶ	ん	2
へいきん	terminal	へ	ん	4
へいめん	terminal	へ	ん	4
へん	terminal	へ	ん	2
ぺん	terminal	ぺ	ん	2
ほうげん	terminal	ほ	ん	4
ほうしん	terminal	ほ	ん	4
ほうめん	terminal	ほ	ん	4
ほうもん	terminal	ほ	ん	4
ほかん	terminal	ほ	ん	3
ほけん	terminal	ほ	ん	3
ほぞん	terminal	ほ	ん	3
ほん	terminal	ほ	ん	2
ほんにん	terminal	ほ	ん	4
ほーむらん	terminal	ほ	ん	5
ぼいん	terminal	ぼ	ん	3
ぼうけん	terminal	ぼ	ん	4
ぼうさん	terminal	ぼ	ん	4
ぼたん	terminal	ぼ	ん	3
ぼっちゃん	terminal	ぼ	ん	5
ぼん	terminal	ぼ	ん	2
まいくろほん	terminal	ま	ん	6
まいねん	terminal	ま	ん	4
まいばん	terminal	ま	ん	4
まん	terminal	ま	ん	2
まんいん	terminal	ま	ん	4
まんてん	terminal	ま	ん	4
みかん	terminal	み	ん	3
みしん	terminal	み	ん	3
みぶん	terminal	み	ん	3
みほん	terminal	み	ん	3
みょうばん	terminal	み	ん	5
みんかん	terminal	み	ん	4
むげん	terminal	む	ん	3
むじゅん	terminal	む	ん	4
むせん	terminal	む	ん	3
むだん	terminal	む	ん	3
めいしん	terminal	め	ん	4
めいじん	terminal	め	ん	4
めん	terminal	め	ん	2
もはん	terminal	も	ん	3
もめん	terminal	も	ん	3
もん	terminal	も	ん	2
やかん	terminal	や	ん	3
やくにん	terminal	や	ん	4
やちん	terminal	や	ん	3
ゆうかん	terminal	ゆ	ん	4
ゆうじん	terminal	ゆ	ん	4
ゆうはん	terminal	ゆ	ん	4
ゆうびん	terminal	ゆ	ん	4
ゆだん	terminal	ゆ	ん	3
ようじん	terminal	よ	ん	4
ようちえん	terminal	よ	ん	5
ようてん	terminal	よ	ん	4
ようぶん	terminal	よ	ん	4
よさん	terminal	よ	ん	3
よぶん	terminal	よ	ん	3
よろん	terminal	よ	ん	3
らいおん	terminal	ら	ん	4
らいねん	terminal	ら	ん	4
りくぐん	terminal	り	ん	4
りぼん	terminal	り	ん	3
りょうきん	terminal	り	ん	5
りょうしん	terminal	り	ん	5
りょかん	terminal	り	ん	4
りろん	terminal	り	ん	3
るすばん	terminal	る	ん	4
れもん	terminal	れ	ん	3
ろうじん	terminal	ろ	ん	4
ろくおん	terminal	ろ	ん	4
ろんぶん	terminal	ろ	ん	4
わりざん	terminal	わ	ん	4
わん	terminal	わ	ん	2
